# File: WEO2022_elec_params.csv,,,,,,,
# Title: Power technology assumptions of WEO2022,,,,,,,
# Units: in file,,,,,,,
# Source: WEO 2022 (https://www.iea.org/data-and-statistics/data-product/world-energy-outlook-2022-free-dataset#tables-for-scenario-projections),,,,,,,
# Comments: WEO technologies are mapped to GCAM technologies in energy/mappings/weo_elec_mapping.csv. Regions are mapped in energy/mappings/weo_elec_mapping.csv,,,,,,,
# Column types: cnnncccc,,,,,,,
# ----------,,,,,,,
region,2021,2030,2050,scenario,Unit,technology,subsector
Middle East,2300,2150,2050,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Africa,2150,2100,2000,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Brazil,2200,2150,2100,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
European Union,600,575,575,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
United States,625,600,600,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Japan,600,575,575,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Russia,575,550,525,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
China,400,400,375,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
India,550,525,525,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Middle East,575,550,525,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Africa,525,500,475,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Brazil,550,525,525,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
European Union,3750,3650,3550,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
United States,4050,3950,3850,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Japan,3900,3800,3700,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Russia,3500,3400,3250,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
China,2500,2400,2350,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
India,2800,2750,2650,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Middle East,2950,2750,2650,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Africa,2850,2750,2650,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Brazil,2900,2850,2750,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
European Union,5750,5550,4900,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
United States,5850,5650,4900,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Japan,5700,5500,4850,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Russia,5200,5000,4400,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
China,4150,4000,3450,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
India,4700,4550,4050,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Middle East,5150,4850,4300,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Africa,4900,4700,4150,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Brazil,4550,4400,3900,Stated.Policies,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
European Union,5650,4950,3850,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
United States,6500,5850,4550,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Japan,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Russia,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
China,4900,4300,3300,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
India,5700,5000,3750,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Middle East,5250,4450,3400,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Africa,5050,4450,3400,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Brazil,5350,4600,3450,Stated.Policies,"Capital costs
(USD/kW)",Concentrating solar power,renewables
European Union,2850,2750,2550,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
United States,2150,2100,1950,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
Japan,2800,2700,2500,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
Russia,2200,2100,1950,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
China,2300,2200,2000,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
India,3600,3450,3150,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
Middle East,2200,2100,1950,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
Africa,3050,2900,2700,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
Brazil,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Geothermal,renewables
European Union,6950,4850,2800,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
United States,6850,4700,2700,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
Japan,7000,4950,2800,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
Russia,6650,5100,3050,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
China,6600,4900,2850,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
India,6500,4850,2800,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
Middle East,6650,5100,3050,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
Africa,6550,4900,2950,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
Brazil,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Marine,renewables
European Union,12,10,10,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
United States,16,16,16,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Japan,26,24,22,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Russia,26,24,22,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
China,12,10,10,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
India,8,8,8,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Middle East,16,16,14,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Africa,18,16,16,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Brazil,12,12,10,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
European Union,16,16,14,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
United States,50,46,44,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Japan,26,24,22,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Russia,32,30,28,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
China,12,12,12,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
India,10,8,8,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Middle East,28,24,24,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Africa,26,24,22,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Brazil,10,8,8,Stated.Policies,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
European Union,40,38,38,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
United States,34,34,32,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Japan,78,74,72,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Russia,40,38,36,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
China,30,28,26,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
India,24,22,22,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Middle East,48,46,44,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Africa,46,44,42,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Brazil,28,28,26,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
European Union,60,45,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
United States,120,90,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Japan,140,95,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Russia,115,80,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
China,70,50,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
India,70,50,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Middle East,110,80,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Africa,105,80,60,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Brazil,110,80,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
European Union,60,60,60,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
United States,65,65,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
Japan,60,60,60,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
Russia,50,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
China,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
India,50,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
Middle East,55,55,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
Africa,50,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
Brazil,55,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
European Union,80,80,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
United States,80,80,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
Japan,70,70,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
Russia,70,70,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
China,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
India,60,60,60,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
Middle East,70,70,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
Africa,65,65,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
Brazil,65,65,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Hydropower - small-scale unit,renewables
European Union,85,80,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
United States,85,85,85,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Japan,75,80,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Russia,80,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
China,55,55,55,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
India,75,75,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Middle East,80,75,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Africa,75,75,70,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Brazil,75,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Large scale unit,renewables
European Union,25,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
United States,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
Japan,25,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
Russia,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
China,15,15,15,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
India,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
Middle East,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
Africa,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
Brazil,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Cofiring,renewables
European Union,140,135,130,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
United States,150,150,145,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Japan,145,145,140,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Russia,130,130,120,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
China,95,90,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
India,105,100,100,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Middle East,110,105,100,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Africa,105,105,100,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Brazil,110,105,105,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
European Union,200,190,170,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
United States,200,195,170,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
Japan,195,190,170,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
Russia,180,175,155,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
China,145,140,120,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
India,165,160,140,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
Middle East,180,170,150,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
Africa,170,165,145,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
Brazil,160,155,135,Stated.Policies,"Annual O&M Costs
(USD/kW)",Bioenergy + CCUS,renewables
European Union,230,200,150,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
United States,260,230,180,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
Japan,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
Russia,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
China,200,170,130,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
India,230,200,150,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
Middle East,210,180,140,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
Africa,200,180,140,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
Brazil,210,180,140,Stated.Policies,"Annual O&M Costs
(USD/kW)",Concentrating solar power,renewables
European Union,55,55,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
United States,45,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
Japan,55,55,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
Russia,45,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
China,45,45,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
India,70,70,65,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
Middle East,45,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
Africa,60,60,55,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
Brazil,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Geothermal,renewables
European Union,210,140,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
United States,210,140,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
Japan,210,160,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
Russia,200,150,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
China,200,150,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
India,200,150,80,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
Middle East,200,150,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
Africa,200,150,90,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
Brazil,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Marine,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
United States,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
Japan,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
Russia,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
China,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
India,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
Middle East,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
Africa,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
Brazil,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Large scale unit,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
United States,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
Japan,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
Russia,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
China,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
India,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
Middle East,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
Africa,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
Brazil,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Solar photovoltaics - Buildings,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
United States,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
Japan,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
Russia,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
China,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
India,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
Middle East,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
Africa,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
Brazil,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind onshore,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
United States,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
Japan,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
Russia,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
China,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
India,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
Middle East,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
Africa,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
Brazil,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Wind offshore,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
United States,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
Japan,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
Russia,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
China,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
India,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
Middle East,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
Africa,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
Brazil,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - large-scale unit,renewables
European Union,1,1,1,Stated.Policies,"Efficiency
(gross, LHV)",Hydropower - small-scale unit,renewables
